title,directedBy,starring,avgRating,imdbId,item_id,votos,labels,metadata
Bed of Roses (1996),['michaelgoldenberg'],"['joshbrolin', 'christianslater', 'marystuartmasterson']",3.29413,tt0115644,74,3840.0,"['pg-13', 'girliemovie', 'romantic', 'lovestory', 'criterion', 'love', 'romanticcomedy', 'predictable', 'happyending', 'catastrophe']",michaelgoldenberg joshbrolin christianslater marystuartmastersonpg-13 girliemovie romantic lovestory criterion love romanticcomedy predictable happyending catastrophe
Big Bully (1996),['steveminer'],"['tomarnold', 'rickmoranis', 'carolkane']",2.4538,tt0115676,75,603.0,"['catastrophe', 'childhood']",steveminer tomarnold rickmoranis carolkanecatastrophe childhood
Screamers (1995),['christianduguay'],"['roydupuis', 'andrewlauer', 'peterweller']",3.02208,tt0114367,76,3738.0,"['dystopicfuture', 'robots', 'artificialintelligence', 'original', 'future', 'post-apocalyptic', 'philipk.dick', 'scifi', 'clones', 'technology']",christianduguay roydupuis andrewlauer peterwellerdystopicfuture robots artificialintelligence original future post-apocalyptic philipk.dick scifi clones technology
Nico Icon (1995),['susanneofteringer'],"['nico', 'christianaaronboulogne', 'tinaaumont']",3.43939,tt0113973,77,229.0,"['original', 'hiphop', 'art', 'weird', 'heroin', 'documentary', 'independentfilm', 'catastrophe', 'music', 'musicians']",susanneofteringer nico christianaaronboulogne tinaaumontoriginal hiphop art weird heroin documentary independentfilm catastrophe music musicians
"Crossing Guard, The (1995)",['seanpenn'],"['davidmorse', 'jacknicholson', 'anjelicahuston']",3.16794,tt0112744,78,1290.0,"['original', 'chase', 'death', 'redemption', 'independentfilm', 'revenge', 'vengeance']",seanpenn davidmorse jacknicholson anjelicahustonoriginal chase death redemption independentfilm revenge vengeance
"Juror, The (1996)",['briangibson'],"['alecbaldwin', 'josephgordon-levitt', 'anneheche']",3.15719,tt0116731,79,6351.0,"['mob', 'original', 'hitman', 'surveillance', 'lifephilosophy', 'nudity(topless-notable)', 'nudity(topless)', 'betrayal', 'armsdealer']",briangibson alecbaldwin josephgordon-levitt annehechemob original hitman surveillance lifephilosophy nudity(topless-notable) nudity(topless) betrayal armsdealer
"White Balloon, The (Badkonake sefid) (1995)",['jafarpanahi'],"['aidamohammadkhani', 'mohsenkafili', 'fereshtehsadrorfani']",3.73382,tt0112445,80,610.0,"['original', 'workingclass', 'bankrobbery', 'children', 'loneliness', 'school', 'irishaccent', 'money', 'criterion', 'childhood']",jafarpanahi aidamohammadkhani mohsenkafili fereshtehsadrorfanioriginal workingclass bankrobbery children loneliness school irishaccent money criterion childhood
Things to Do in Denver When You're Dead (1995),['garyfleder'],"['andygarcia', 'christopherlloyd', 'williamforsythe']",3.26571,tt0114660,81,3463.0,"['mob', 'original', 'entirelydialogue', 'organizedcrime', 'hitman', 'friendship', 'gangster', 'crime', 'independentfilm', 'stylish']",garyfleder andygarcia christopherlloyd williamforsythemob original entirelydialogue organizedcrime hitman friendship gangster crime independentfilm stylish
Antonia's Line (Antonia) (1995),['marleengorris'],"['willekevanammelrooy', 'elsdottermans', 'doravandergroen']",4.01164,tt0112379,82,2733.0,"['pg-13', 'censorship', 'original', 'secrets', 'beautifullyfilmed', 'oscar(bestforeignlanguagefilm)', 'fatherdaughterrelationship', 'women', 'relationships', 'storytelling']",marleengorris willekevanammelrooy elsdottermans doravandergroenpg-13 censorship original secrets beautifullyfilmed oscar(bestforeignlanguagefilm) fatherdaughterrelationship women relationships storytelling
Once Upon a Time... When We Were Colored (1995),['timreid'],"['alfreemanjr.', 'phyliciarashad', 'paulakelly']",3.64911,tt0114039,83,617.0,"['pg-13', 'original', 'biography', 'poverty', 'basedonabook', 'independentfilm', 'childhood', 'creativity']",timreid alfreemanjr. phyliciarashad paulakellypg-13 original biography poverty basedonabook independentfilm childhood creativity
Last Summer in the Hamptons (1995),['henryjaglom'],"['jonrobinbaitz', 'victoriafoyt', 'melissaleo']",3.38024,tt0113612,84,167.0,"['pg-13', 'art', 'weird', 'catastrophe', 'unusualplotstructure']",henryjaglom jonrobinbaitz victoriafoyt melissaleopg-13 art weird catastrophe unusualplotstructure
Angels and Insects (1995),['philiphaas'],"['markrylance', 'kristinscottthomas', 'patsykensit']",3.54038,tt0112365,85,2840.0,"['books', 'adaptation', 'secrets', 'art', 'nudity', 'veryinteresting', 'adaptedfrom:book', 'nudity(fullfrontal)', 'nudity(fullfrontal-notable)', 'nudity(topless-notable)']",philiphaas markrylance kristinscottthomas patsykensitbooks adaptation secrets art nudity veryinteresting adaptedfrom:book nudity(fullfrontal) nudity(fullfrontal-notable) nudity(topless-notable)
White Squall (1996),['ridleyscott'],"['jeffbridges', 'carolinegoodall', 'johnsavage']",3.48415,tt0118158,86,4608.0,"['survival', 'pg-13', 'teens', 'good', 'teenagers', '1960s', 'catastrophe', 'ocean', 'periodpiece', 'comingofage']",ridleyscott jeffbridges carolinegoodall johnsavagesurvival pg-13 teens good teenagers 1960s catastrophe ocean periodpiece comingofage
Dunston Checks In (1996),['kenkwapis'],"['jasonalexander', 'ruperteverett', 'ericlloyd']",2.41777,tt0116151,87,1112.0,['catastrophe'],kenkwapis jasonalexander ruperteverett ericlloydcatastrophe
Black Sheep (1996),['penelopespheeris'],"['chrisfarley', 'davidspade', 'timmatheson']",3.12752,tt0115697,88,5946.0,"['worldpolitics', 'pg-13', 'original', 'comedy', 'politics', 'catastrophe', 'political']",penelopespheeris chrisfarley davidspade timmathesonworldpolitics pg-13 original comedy politics catastrophe political
Nick of Time (1995),['johnbadham'],"['johnnydepp', 'charlesdutton', 'christopherwalken']",3.12741,tt0113972,89,3506.0,"['assassination', 'worldpolitics', 'pg-13', 'original', 'kidnapping', 'thriller', 'good', 'conspiracy', 'claustrophobic', 'time']",johnbadham johnnydepp charlesdutton christopherwalkenassassination worldpolitics pg-13 original kidnapping thriller good conspiracy claustrophobic time
The Journey of August King (1995),['johnduigan'],"['jasonpatric', 'thandienewton', 'samwaterston']",3.33553,tt0113490,90,228.0,"['original', 'wilderness', 'israel', 'antarctica']",johnduigan jasonpatric thandienewton samwaterstonoriginal wilderness israel antarctica
Mary Reilly (1996),['stephenfrears'],"['juliaroberts', 'johnmalkovich', 'georgecole']",2.85117,tt0117002,92,2469.0,"['monster', 'madscientist', 'catastrophe', 'antarctica', 'transformation']",stephenfrears juliaroberts johnmalkovich georgecolemonster madscientist catastrophe antarctica transformation
Vampire in Brooklyn (1995),['wescraven'],"['kadeemhardison', 'eddiemurphy', 'allenpayne']",2.50291,tt0114825,93,2193.0,"['surpriseending', 'vampirehumanlove', 'vampire', 'chase', 'basedonavideogame', 'horror', 'policeinvestigation', 'catastrophe', 'gunfight', 'betrayal']",wescraven kadeemhardison eddiemurphy allenpaynesurpriseending vampirehumanlove vampire chase basedonavideogame horror policeinvestigation catastrophe gunfight betrayal
Beautiful Girls (1996),['teddemme'],"['timothyhutton', 'mattdillon', 'noahemmerich']",3.53073,tt0115639,94,4401.0,"['adolescence', 'pg-13', 'books', 'original', 'school', 'harsh', 'smalltown', 'slackers', 'relationships', 'catastrophe']",teddemme timothyhutton mattdillon noahemmerichadolescence pg-13 books original school harsh smalltown slackers relationships catastrophe
Broken Arrow (1996),['johnwoo'],"['johntravolta', 'christianslater', 'samanthamathis']",3.10577,tt0115759,95,25908.0,"['realisticaction', 'pg-13', 'chase', 'basedonavideogame', 'good', 'conspiracy', 'specialeffects', 'explosions', 'actionpacked', 'catastrophe']",johnwoo johntravolta christianslater samanthamathisrealisticaction pg-13 chase basedonavideogame good conspiracy specialeffects explosions actionpacked catastrophe
In the Bleak Midwinter (1995),['kennethbranagh'],"['richardbriers', 'nicholasfarrell', 'hettacharnley']",3.68906,tt0113403,96,519.0,"['original', 'weird', 'holiday', 'love', 'catastrophe', 'christmas']",kennethbranagh richardbriers nicholasfarrell hettacharnleyoriginal weird holiday love catastrophe christmas
"Hate (Haine, La) (1995)",['mathieukassovitz'],"['vincentcassel', 'hubertkoundé', 'saïdtaghmaoui']",4.00641,tt0113247,97,2933.0,"['adolescence', 'paris', 'original', 'blackandwhite', 'tragedy', 'french', 'skinhead', 'chase', 'poverty', 'france']",mathieukassovitz vincentcassel hubertkoundé saïdtaghmaouiadolescence paris original blackandwhite tragedy french skinhead chase poverty france
Shopping (1994),['paulw.s.anderson'],"['sadiefrost', 'judelaw', 'seanpertwee']",2.66842,tt0111173,98,93.0,"['original', 'greatending', 'twistending', 'directorialdebut', 'antarctica']",paulw.s.anderson sadiefrost judelaw seanpertweeoriginal greatending twistending directorialdebut antarctica
Heidi Fleiss: Hollywood Madam (1995),['nickbroomfield'],['nickbroomfield'],3.10982,tt0113283,99,769.0,"['prostitution', 'hollywood', 'california', 'catastrophe', 'filmnoir', 'characterstudy']",nickbroomfield nickbroomfieldprostitution hollywood california catastrophe filmnoir characterstudy
City Hall (1996),['haroldbecker'],"['alpacino', 'johncusack', 'bridgetfonda']",3.22961,tt0115907,100,4463.0,"['newjersey', 'worldpolitics', 'corruption', 'original', 'idealism', 'talky', 'conspiracy', 'lawyer', 'politics', 'political']",haroldbecker alpacino johncusack bridgetfondanewjersey worldpolitics corruption original idealism talky conspiracy lawyer politics political
Bottle Rocket (1996),['wesanderson'],"['neddowd', 'lukewilson', 'owenwilson']",3.76279,tt0115734,101,4997.0,"['prisonescape', 'quirky', 'darkhumor', 'original', 'off-beatcomedy', 'goodsoundtrack', 'bankrobbery', 'heist', 'unlikelyfriendships', 'caper']",wesanderson neddowd lukewilson owenwilsonprisonescape quirky darkhumor original off-beatcomedy goodsoundtrack bankrobbery heist unlikelyfriendships caper
Mr. Wrong (1996),['nickcastle'],"['billpullman', 'deanstockwell', 'joancusack']",2.42042,tt0117102,102,2146.0,"['pg-13', 'original', 'weird', 'teens', 'sillyfun', 'stupid', 'goofy', 'bigbudget']",nickcastle billpullman deanstockwell joancusackpg-13 original weird teens sillyfun stupid goofy bigbudget
Unforgettable (1996),['johndahl'],"['petercoyote', 'rayliotta', 'christophermcdonald']",3.26825,tt0118040,103,1212.0,"['pg-13', 'original', 'suspense', 'murder', 'catastrophe']",johndahl petercoyote rayliotta christophermcdonaldpg-13 original suspense murder catastrophe
Happy Gilmore (1996),['dennisdugan'],"['christophermcdonald', 'adamsandler', 'francesbay']",3.39312,tt0116483,104,22444.0,"['newjersey', 'screwball', 'pg-13', 'original', 'golf', 'goodsoundtrack', 'funny', 'funnyashell', 'teens', 'comedy']",dennisdugan christophermcdonald adamsandler francesbaynewjersey screwball pg-13 original golf goodsoundtrack funny funnyashell teens comedy
"Bridges of Madison County, The (1995)",['clinteastwood'],"['clinteastwood', 'merylstreep', 'anniecorley']",3.33264,tt0112579,105,11323.0,"['pg-13', 'books', 'original', 'romantic', 'adaptedfrom:book', 'lovestory', 'adultery', 'basedonabook', 'love', 'happyending']",clinteastwood clinteastwood merylstreep anniecorleypg-13 books original romantic adaptedfrom:book lovestory adultery basedonabook love happyending
Nobody Loves Me (Keiner liebt mich) (1994),['dorisdörrie'],"['mariaschrader', 'pierresanoussi-bliss', 'michaelvonau']",3.40714,tt0110251,106,140.0,"['arthouse', 'fantasyworld', 'criterion', 'catastrophe', 'spanish', 'voodoo']",dorisdörrie mariaschrader pierresanoussi-bliss michaelvonauarthouse fantasyworld criterion catastrophe spanish voodoo
Muppet Treasure Island (1996),['brianhenson'],"['kevinbishop', 'billyconnolly', 'timcurry']",3.19977,tt0117110,107,8153.0,"['books', 'basedonatvshow', 'disney', 'original', 'muppets', 'treasure', 'basedonabook', 'musical', 'catastrophe', 'childhood']",brianhenson kevinbishop billyconnolly timcurrybooks basedonatvshow disney original muppets treasure basedonabook musical catastrophe childhood
Catwalk (1996),['robertleacock'],"['christyturlington', 'katemoss', 'naomicampbell']",3.03676,tt0112646,108,136.0,"['pg-13', 'original', 'workingclass', 'hiphop', 'harsh', 'catastrophe', 'grindhouse']",robertleacock christyturlington katemoss naomicampbellpg-13 original workingclass hiphop harsh catastrophe grindhouse
Headless Body in Topless Bar (1995),['jamesbruce'],"['raymondj.barry', 'davidselby', 'paulwilliams']",2.33333,tt0113276,109,18.0,[],jamesbruce raymondj.barry davidselby paulwilliams
Braveheart (1995),['melgibson'],"['melgibson', 'briancox', 'sophiemarceau']",4.00003,tt0112573,110,69190.0,"['realisticaction', 'war', 'bestwarfilms', 'visuallystunning', 'pg-13', 'books', 'england', 'indians', 'revolution', 'original']",melgibson melgibson briancox sophiemarceaurealisticaction war bestwarfilms visuallystunning pg-13 books england indians revolution original
Taxi Driver (1976),['martinscorsese'],"['robertdeniro', 'cybillshepherd', 'peterboyle']",4.08181,tt0075314,111,33286.0,"['greatcinematography', 'assassination', 'hallucinatory', 'psychological', 'humanity', 'cultclassic', 'newyork', 'grim', 'corruption', 'obsession']",martinscorsese robertdeniro cybillshepherd peterboylegreatcinematography assassination hallucinatory psychological humanity cultclassic newyork grim corruption obsession
Rumble in the Bronx (Hont faan kui) (1995),['stanleytong'],"['jackiechan', 'anitamui', 'françoiseyip']",3.39679,tt0113326,112,13465.0,"['kungfu', 'original', 'chase', 'fightscenes', 'catastrophe', 'gunfight', 'china', 'armsdealer', 'martialarts', 'action']",stanleytong jackiechan anitamui françoiseyipkungfu original chase fightscenes catastrophe gunfight china armsdealer martialarts action
Before and After (1996),['barbetschroeder'],"['edwardfurlong', 'liamneeson', 'merylstreep']",3.12478,tt0115645,113,1158.0,"['mystery', 'original', 'teens', 'teenagers', 'lawyer', 'teen', 'non-hollywoodending', 'murder', 'catastrophe', 'murdermystery']",barbetschroeder edwardfurlong liamneeson merylstreepmystery original teens teenagers lawyer teen non-hollywoodending murder catastrophe murdermystery
Margaret's Museum (1995),['mortransen'],"['craigolejnik', 'cliverussell', 'helenabonhamcarter']",3.63178,tt0113774,114,257.0,"['hallucinatory', 'cerebral', 'pg-13', 'original', 'goodsoundtrack', 'weird', 'canada', 'visual', 'visuallyappealing', 'lifephilosophy']",mortransen craigolejnik cliverussell helenabonhamcarterhallucinatory cerebral pg-13 original goodsoundtrack weird canada visual visuallyappealing lifephilosophy
"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",['étiennechatiliez'],"['michelserrault', 'eddymitchell', 'sabineazéma']",3.35714,tt0112556,115,55.0,[],étiennechatiliez michelserrault eddymitchell sabineazéma
Anne Frank Remembered (1995),['jonblair'],"['kennethbranagh', 'glennclose', 'annefrank']",3.9037,tt0112373,116,1047.0,"['humanity', 'books', 'germany', 'original', 'courage', 'wartime', 'jews', 'wwii', 'documentary', 'anti-semitism']",jonblair kennethbranagh glennclose annefrankhumanity books germany original courage wartime jews wwii documentary anti-semitism
"Young Poisoner's Handbook, The (1995)",['benjaminross'],"['tobiasarnold', 'rogerlloyd-pack', ""hugho'conor""]",3.58877,tt0115033,117,1315.0,"['pg-13', 'original', 'basedontruestory', 'veryinteresting', 'teens', 'independentfilm', 'criterion', 'movielenstoppick', 'disturbing', 'tricky']",benjaminross tobiasarnold rogerlloyd-pack hugho'conorpg-13 original basedontruestory veryinteresting teens independentfilm criterion movielenstoppick disturbing tricky
If Lucy Fell (1996),['ericschaeffer'],"['ericschaeffer', 'benstiller', 'ellemacpherson']",3.0127,tt0116606,118,1177.0,"['pg-13', 'original', 'art', 'weird', 'romantic', 'independentfilm', 'love', 'relationships', 'catastrophe']",ericschaeffer ericschaeffer benstiller ellemacphersonpg-13 original art weird romantic independentfilm love relationships catastrophe
"Steal Big, Steal Little (1995)",['andrewdavis'],"['alanarkin', 'andygarcia', 'joepantoliano']",2.79304,tt0114536,119,273.0,"['pg-13', 'good', 'lawyer', 'gangsters', 'courtroom']",andrewdavis alanarkin andygarcia joepantolianopg-13 good lawyer gangsters courtroom
Race the Sun (1996),['charlest.kanganis'],"['halleberry', 'caseyaffleck', 'elizadushku']",2.88596,tt0117427,120,169.0,"['pg-13', 'original', 'australia', 'islam', 'children', 'good', 'school', 'teacher', 'israel', 'lovestory']",charlest.kanganis halleberry caseyaffleck elizadushkupg-13 original australia islam children good school teacher israel lovestory
